Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
139	63	0	2.49439924	293.199503	293.199518	293.199499	293.19956	6.07097674e-005	8.11653979e-006	13.3	0.00295177	0	0	3
140	63	0	2.51234456	293.199504	293.199516	293.199499	293.199556	5.63992896e-005	8.10146129e-006	14.3	0.00283734	0	0	3
141	64	0	2.53028988	293.199505	293.199514	293.199499	293.19955	5.07263334e-005	8.08416207e-006	15.9	0.00285152	0	0	3
142	64	0	2.5482352	293.199506	293.199513	293.199499	293.199545	4.58271795e-005	8.06448589e-006	17.5	0.00295083	0	0	3
143	64	0	2.56618052	293.199507	293.199511	293.199499	293.19954	4.04632509e-005	8.04279927e-006	19.8	0.00279541	0	0	3
144	65	0	2.58412584	293.199507	293.19951	293.199499	293.199536	3.63098023e-005	8.01882782e-006	22	0.00283362	0	0	3
145	65	0	2.60207115	293.199508	293.199509	293.199499	293.199531	3.19402898e-005	7.99278371e-006	25	0.00279608	0	0	3
146	66	0	2.62001647	293.19951	293.199509	293.199499	293.199528	2.87217921e-005	7.96483098e-006	27.7	0.00281323	0	0	3
147	66	0	2.63796179	293.199512	293.199508	293.199499	293.199525	2.5254348e-005	7.93515169e-006	31.4	0.00280847	0	0	3
148	66	0	2.65590711	293.199515	293.199508	293.199499	293.199522	2.27006445e-005	7.90399624e-006	34.8	0.00284484	0	0	3
149	67	0	2.67385243	293.199518	293.199508	293.199499	293.199519	1.93603583e-005	7.87149532e-006	40.6	0.00276854	0	0	3
150	67	0	2.69179775	293.199522	293.199508	293.199499	293.199522	2.220703e-005	7.83778425e-006	35.2	0.00274939	0	0	3
151	68	0	2.70974306	293.199525	293.199508	293.199499	293.199525	2.58627053e-005	7.80298311e-006	30.1	0.00273543	0	0	3
152	68	0	2.72768838	293.199528	293.199508	293.199499	293.199528	2.87858774e-005	7.76705857e-006	26.9	0.0027375	0	0	3
153	69	0	2.7456337	293.199531	293.199509	293.199499	293.199531	3.13341345e-005	7.73007636e-006	24.6	0.00275435	0	0	3
154	69	0	2.76357902	293.199533	293.19951	293.199499	293.199533	3.39669817e-005	7.69190829e-006	22.6	0.00236373	0	0	3
155	69	0	2.78152434	293.199536	293.199511	293.199499	293.199536	3.6467684e-005	7.65263621e-006	20.9	0.00272532	0	0	3
156	70	0	2.79946966	293.199539	293.199512	293.199499	293.199539	3.92217111e-005	7.61217187e-006	19.4	0.00246926	0	0	3
157	70	0	2.81741497	293.199541	293.199513	293.199499	293.199541	3.73289247e-005	7.57052355e-006	20.2	0.00273057	0	0	3
158	71	0	2.83536029	293.199544	293.199515	293.199499	293.199544	3.36945334e-005	7.52788894e-006	22.3	0.00261982	0	0	3
159	71	0	2.85330561	293.199546	293.199516	293.199499	293.199546	3.02670585e-005	7.48421729e-006	24.7	0.00273126	0	0	3
160	71	0	2.87125093	293.199549	293.199518	293.199499	293.199549	2.69940273e-005	7.4396582e-006	27.5	0.00278539	0	0	3
161	72	0	2.88919625	293.199551	293.199519	293.199499	293.199551	2.38593746e-005	7.39437881e-006	30.9	0.00265981	0	0	3
162	72	0	2.90714156	293.199554	293.199521	293.199499	293.199554	2.0876589e-005	7.3484125e-006	35.1	0.00275397	0	0	3
163	73	0	2.92508688	293.199558	293.199523	293.199499	293.199558	1.80494403e-005	7.30193019e-006	40.4	0.00278163	0	0	3
164	73	0	2.9430322	293.199562	293.199526	293.1995	293.199562	1.80244184e-005	7.25505819e-006	40.2	0.00266745	0	0	3
165	73	0	2.96097752	293.199566	293.199528	293.199501	293.199566	2.03751923e-005	7.20778306e-006	35.3	0.00276303	0	0	3
166	74	0	2.97892284	293.19957	293.19953	293.199503	293.19957	2.28412708e-005	7.16149257e-006	31.3	0.00264719	0	0	3
167	74	0	2.99686816	293.199574	293.199533	293.199504	293.199574	2.5384363e-005	7.11710718e-006	28	0.00264107	0	0	3
168	75	0	3.01481347	293.199578	293.199536	293.199505	293.199578	2.80234121e-005	7.074558e-006	25.2	0.00247688	0	0	3
169	75	0	3.03275879	293.199581	293.199538	293.199506	293.199581	3.07470052e-005	7.03369297e-006	22.8	0.00269803	0	0	3
170	75	0	3.05070411	293.199585	293.199541	293.199507	293.199585	3.3561049e-005	6.99457019e-006	20.8	0.00280149	0	0	3
171	76	0	3.06864943	293.199588	293.199544	293.199507	293.199588	3.64575034e-005	6.95686763e-006	19	0.00267188	0	0	3
172	76	0	3.08659475	293.199591	293.199547	293.199508	293.199591	3.94254198e-005	6.92046961e-006	17.5	0.00270702	0	0	3
173	77	0	3.10454007	293.199593	293.19955	293.19951	293.199593	4.24543313e-005	6.88538244e-006	16.2	0.00280566	0	0	3
174	77	0	3.12248538	293.199596	293.199553	293.199512	293.199596	4.55467781e-005	6.85170948e-006	15	0.00273718	0	0	3
175	78	0	3.1404307	293.1996	293.199556	293.199515	293.1996	4.87009705e-005	6.81958733e-006	14	0.0028118	0	0	3
176	78	0	3.15837602	293.199605	293.199559	293.199518	293.199605	5.19185319e-005	6.78914039e-006	13	0.00283012	0	0	3
